"NMU","ANO","PIB","PIBpC","VABT","VAAGRO","VAAGRO_R","VAIND","VAIND_R","VASERV","VASERV_R","VAADESS","VAADESS_R","X","IDBEF1","IDBEF2","IDBEM","IDBFF1","IDBFF2","IDBFM","IDBMF1","IDBMF2","IDBMM","IRE_F1","IRE_F2","IRE_M","IRF_F1","IRF_F2","IRF_M","IRM_F1","IRM_F2","IRM_M","NSLPE_F1","NSLPE_F2","NSLPE_M","NSLPF_F1","NSLPF_F2","NSLPF_M","NSLPM_F1","NSLPM_F2","NSLPM_M","NSME_F1","NSME_F2","NSME_M","NSMF_F1","NSMF_F2","NSMF_M","NSMM_F1","NSMM_F2","NSMM_M","NSMPE_F1","NSMPE_F2","NSMPE_M","NSMPF_F1","NSMPF_F2","NSMPF_M","NSMPM_F1","NSMPM_F2","NSMPM_M","TAE_F1","TAE_F2","TAE_M","TAF_F1","TAF_F2","TAF_M","TAM_F1","TAM_F2","TAM_M","CENSO","MCEXT","CTRY","US","REM","RIT","RSIUP","RCC","RCO","RSE","RAP","RAECP","IDHME"
"Cabeceiras","2010",133980000,"18.238,53",132317000,79445000,0.600414156911054,10870000,0.0821511975029664,25318000,0.191343515950331,16684000,0.126091129635648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7354,NA,NA,NA,1421.87,672.19,1422.61,527.7,730.94,1044.66,741.48,834.39,NA
"Panamá","2010",47431000,"17.724,44",44768000,22825000,0.509850786275911,3651000,0.0815537884203002,9194000,0.205369907076483,9099000,0.203247855611151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2682,NA,NA,NA,1148.26,0,0,0,1092.71,1172.95,884.99,740.5,NA
"Campestre de Goiás","2010",27973000,"8.258,97",26791000,9188000,0.342950991004442,1912000,0.0713672501959613,6200000,0.231420999589414,9492000,0.354298085177858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3387,NA,NA,NA,0,740.08,0,0,747.81,974.68,960.29,799.5,NA
"Buritinópolis","2010",18197000,"5.482,72",17622000,2628000,0.149131767109295,1863000,0.105720122574055,3765000,0.213653387810691,9365000,0.5314379752582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3321,NA,NA,NA,0,0,0,774.26,518.75,1095.15,752.72,815.51,NA
"Novo Brasil","2010",39119000,"11.125,87",37374000,16708000,0.44704875046824,2251000,0.0602290362283941,8840000,0.236528067640606,9575000,0.25619414566276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3519,NA,NA,NA,0,564.39,0,510,707.2,718.55,651.68,711,NA
"Campinaçu","2010",31704000,"8.676,58",30427000,12035000,0.395536858711013,1231000,0.0404574884148947,6567000,0.21582804745785,10594000,0.348177605416242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3656,NA,NA,NA,0,0,0,0,698.46,1108.94,872.13,743.57,NA
"Mundo Novo","2010",68409000,"10.652,36",65232000,30469000,0.467086705911209,4244000,0.0650600932057886,14202000,0.217715231788079,16317000,0.250137969094923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6438,NA,NA,NA,0,604.85,0,0,688.44,1120.25,858.16,1036.25,NA
"Mutunópolis","2010",33231000,"8.649,45",31382000,12789000,0.407526607609458,1345000,0.0428589637371742,6339000,0.20199477407431,10908000,0.34758778917851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3849,NA,NA,NA,0,1020,0,0,544.85,925.33,1018.25,780.62,NA
"Catalão","2010",5018785000,"57.955,64",3679165000,130203000,0.0353892799045436,2057540000,0.559241023438742,1280203000,0.347960202926479,211219000,0.057409493730235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86647,"Algodão, não cardado nem penteado Aparelhos mecânicos (mesmo manuais) para projectar, dispersar ou pulverizar líquidos ou pós; extintores, mesmo carregados; pistolas aerográficas e aparelhos semelhantes; máquinas e aparelhos de jacto de areia, de jacto de vapor e aparelhos de jacto semelh Máquinas e aparelhos para colheita ou debulha de produtos agrícolas, incluídas as enfardadeiras de palha ou forragem; cortadores de relva e ceifeiras; máquinas para limpar e seleccionar ovos, frutas ou outros produtos agrícolas, exceto as da posição 8437 Tractores (exceto os da posição 8709) Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Adubos (fertilizantes) minerais ou químicos, potássicos Adubos (fertilizantes) minerais ou químicos, fosfatados Máquinas e aparelhos para colheita ou debulha de produtos agrícolas, incluídas as enfardadeiras de palha ou forragem; cortadores de relva e ceifeiras; máquinas para limpar e seleccionar ovos, frutas ou outros produtos agrícolas, exceto as da posição 8437 Outras obras de ferro ou aço Algodão, não cardado nem penteado Soja, mesmo triturada Café, mesmo torrado ou descafeinado; cascas e películas de café; sucedâneos do café contendo café em qualquer proporção Partes e acessórios dos veículos automóveis das posições 8701 a 8705 Algodão, não cardado nem penteado Máquinas e aparelhos para colheita ou debulha de produtos agrícolas, incluídas as enfardadeiras de palha ou forragem; cortadores de relva e ceifeiras; máquinas para limpar e seleccionar ovos, frutas ou outros produtos agrícolas, exceto as da posição 8437 Preparações alimentícias não especificadas nem compreendidas noutras posições Tortas e outros resíduos sólidos da extração do óleo de soja Adubos (fertilizantes) minerais ou químicos, contendo dois ou três dos seguintes elementos fertilizantes: azoto (nitrogénio), fósforo e potássio; outros adubos (fertilizantes); produtos do presente capítulo apresentados em tabletes ou formas semelhantes,  Veículos automóveis para transporte de mercadorias Veículos automóveis para transporte de mercadorias Preparações alimentícias não especificadas nem compreendidas noutras posições Máquinas e aparelhos para colheita ou debulha de produtos agrícolas, incluídas as enfardadeiras de palha ou forragem; cortadores de relva e ceifeiras; máquinas para limpar e seleccionar ovos, frutas ou outros produtos agrícolas, exceto as da posição 8437 Adubos (fertilizantes) minerais ou químicos, contendo dois ou três dos seguintes elementos fertilizantes: azoto (nitrogénio), fósforo e potássio; outros adubos (fertilizantes); produtos do presente capítulo apresentados em tabletes ou formas semelhantes,  Adubos (fertilizantes) minerais ou químicos, azotados Soja, mesmo triturada Máquinas e aparelhos de ar condicionado, contendo um ventilador motorizado e dispositivos próprios para modificar a temperatura e a humidade, incluindo as máquinas e aparelhos em que a humidade não seja regulável separadamente Suportes preparados para gravação de som ou para gravações semelhantes, não gravados, exceto os produtos do Capítulo 37 Veios (árvores) de transmissão [incluídas as árvores de cames (excênticos) e cambotas (virabrequins)] e manivelas; chumaceiras (mancais) e bronzes; engrenagens e rodas de fricção; eixos de esferas ou de roletes; redutores, multiplicadores, caixas de trans Máquinas e aparelhos de ar condicionado, contendo um ventilador motorizado e dispositivos próprios para modificar a temperatura e a humidade, incluindo as máquinas e aparelhos em que a humidade não seja regulável separadamente Bombas para líquidos, mesmo com dispositivo medidor; elevadores de líquidos Chapas, folhas, tiras, varetas e perfis, de borracha vulcanizada não endurecida Espelhos de vidro, mesmo emoldurados, incluídos os espelhos retrovisores Aparelhos para interrupção, seccionamento, protecção, derivação, ligação ou conexão de circuitos elétricos (por exemplo: interruptores, comutadores, relés, corta-circuitos, eliminadores de onda, tomadas de corrente, machos e fêmeas, suportes para lâmpada Outros impressos, incluídas as estampas, gravuras e fotografias Rolamentos de esferas, de roletes ou de agulhas Parafusos, pernos ou pinos, roscados, porcas, tira-fundos, ganchos roscados, rebites, chavetas, cavilhas, contrapinos ou troços, anilhas ou arruelas (incluídas as de pressão) e artefactos semelhantes, de ferro fundido, ferro ou aço Correias transportadoras ou de transmissão, de borracha vulcanizada Vidros de segurança consistindo em vidros temperados ou formados por folhas contracoladas Outras obras de borracha vulcanizada não endurecida Guarnições, ferragens e artigos semelhantes, de metais comuns, para móveis, portas, escadas, janelas, persianas, carroçarias, artigos de seleiro, malas, cofres, caixas de segurança e outras obras semelhantes; pateras, porta-chapéus, cabides e artigos seme Torneiras, válvulas (incluídas as redutoras de pressão e as termostáticas) e dispositivos semelhantes, para canalizações, caldeiras, reservatórios, cubas e outros recipientes Aparelhos para interrupção, seccionamento, protecção, derivação, ligação ou conexão de circuitos elétricos (por exemplo: interruptores, comutadores, corta-circuitos, pára-raios, limitadores de tensão, eliminadores de onda, tomadas de corrente, caixas de  Microfones e seus suportes; altifalantes, mesmo montados nos seus receptáculos; capacetes com auscultadores e auscultadores, mesmo combinados com um microfone, e conjuntos ou sortidos constituídos por um microfone e um ou vários altifalantes; amplificador Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas a outras matérias Decalcomanias de qualquer espécie Aparelhos mecânicos (mesmo manuais) para projectar, dispersar ou pulverizar líquidos ou pós; extintores, mesmo carregados; pistolas aerográficas e aparelhos semelhantes; máquinas e aparelhos de jacto de areia, de jacto de vapor e aparelhos de jacto semelh Suportes preparados para gravação de som ou para gravações semelhantes, não gravados, exceto os produtos do Capítulo 37 Partes reconhecíveis como exclusiva ou principalmente destinadas às máquinas e aparelhos das posições 8425 a 8430 Chapas, folhas, tiras, varetas e perfis, de borracha vulcanizada não endurecida Juntas metaloplásticas; jogos ou sortidos de juntas de composições diferentes, apresentados em bolsas, envelopes ou embalagens semelhantes; juntas de vedação mecânicas Assentos (exceto os da posição 9402), mesmo transformáveis em camas, e suas partes Parafusos, pernos ou pinos, roscados, porcas, tira-fundos, ganchos roscados, rebites, chavetas, cavilhas, contrapinos ou troços, anilhas ou arruelas (incluídas as de pressão) e artefactos semelhantes, de ferro fundido, ferro ou aço Decalcomanias de qualquer espécie Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 8525 a 8528 Espelhos de vidro, mesmo emoldurados, incluídos os espelhos retrovisores Outros impressos, incluídas as estampas, gravuras e fotografias Tubos de borracha vulcanizada não endurecida, mesmo providos dos respectivos acessórios (por exemplo: juntas, cotovelos, flanges, uniões) Outras obras de plástico e obras de outras matérias das posições 3901 a 3914 Cadeados, fechaduras e ferrolhos (de chave, de segredo ou elétricos), de metais comuns; fechos e armações com fecho, com fechadura, de metais comuns; chaves para estes artigos, de metais comuns Instrumentos e aparelhos para regulação ou controlo, automáticos Molas e folhas de molas, de ferro ou aço Molas e folhas de molas, de ferro ou aço Outras obras de plástico e obras de outras matérias das posições 3901 a 3914 Tubos de borracha vulcanizada não endurecida, mesmo providos dos respectivos acessórios (por exemplo: juntas, cotovelos, flanges, uniões) Aparelhos de radiodetecção e de radiossondagem (radar), aparelhos de radionavegação e aparelhos de radiotelecomando Instrumentos e aparelhos para regulação ou controlo, automáticos Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 8525 a 8528 Aparelhos elétricos de iluminação ou de sinalização (exceto os da posição 8539), limpadores de pára-brisas, degeladores e desembaciadores elétricos, dos tipos utilizados em ciclos e automóveis Automóveis de passageiros e outros veículos automóveis principalmente concebidos para o transporte de pessoas (exceto os da posição 8702), incluídos os veículos de uso misto (station wagons) e os automóveis de corrida Centrifugadores, incluídos os secadores centrífugos, aparelhos para filtrar ou depurar líquidos ou gases Partes e acessórios dos veículos automóveis das posições 8701 a 8705 Máquinas automáticas para processamento de dados e suas unidades; leitores magnéticos ou ópticos, máquinas para registar dados em suporte sob forma codificada, e máquinas para processamento desses dados, não especificadas nem compreendidas em outras posiç Centrifugadores, incluídos os secadores centrífugos, aparelhos para filtrar ou depurar líquidos ou gases Pastas de fibras obtidas a partir de papel ou de cartão reciclados (desperdícios e aparas) ou de outras matérias fibrosas celulósicas Fios, cabos (incluídos os cabos coaxiais) e outros condutores, isolados para usos elétricos (incluídos os envernizados ou oxidados anodicamente), mesmo com peças de conexão; cabos de fibras ópticas, constituídos de fibras embainhadas individualmente, mes Algodão, não cardado nem penteado Motores e geradores, elétricos, exceto os grupos electrogéneos Bombas de ar ou de vácuo, compressores de ar ou de outros gases e ventiladores; exaustores (coifas aspirantes) para extracção ou reciclagem, com ventilador incorporado, mesmo filtrantes Correias transportadoras ou de transmissão, de borracha vulcanizada Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 8525 a 8528 Vidros de segurança consistindo em vidros temperados ou formados por folhas contracoladas Aparelhos elétricos de iluminação ou de sinalização (exceto os da posição 8539), limpadores de pára-brisas, degeladores e desembaciadores elétricos, dos tipos utilizados em ciclos e automóveis Máquinas e aparelhos para colheita ou debulha de produtos agrícolas, incluídas as enfardadeiras de palha ou forragem; cortadores de relva e ceifeiras; máquinas para limpar e seleccionar ovos, frutas ou outros produtos agrícolas, exceto as da posição 8437","Indonésia Bolívia Uruguai Uruguai Hong Kong Paraguai Paraguai Equador Japão Vietnã China Reino Unido Paraguai Coreia do Sul Venezuela Chile Países Baixos (Holanda) Paraguai Argentina Paraguai Países Baixos (Holanda) Argentina Bolívia Paraguai Países Baixos (Holanda) Argentina Paraguai Paraguai Paraguai Paraguai Paraguai Paraguai Paraguai Argentina Paraguai Paraguai Argentina Argentina Paraguai Paraguai Paraguai Paraguai Paraguai Paraguai Argentina Paraguai Argentina Argentina Argentina Paraguai Argentina Argentina Paraguai Argentina Argentina Paraguai Argentina Paraguai Paraguai Argentina Paraguai Argentina Argentina Paraguai Paraguai Paraguai Estados Unidos Paraguai Japão Argentina Argentina Paraguai Paraguai Japão Paraguai China Paraguai Paraguai Paraguai Paraguai Paraguai Argentina Colômbia",86773289,2432.26,1672.29,4999.61,1685.78,931.47,1033.23,1288.64,1120.09,NA
"Nazário","2010",91495000,"11.619,93",83965000,13090000,0.155898290954564,24680000,0.293931995474305,27160000,0.323468111713214,19034000,0.226689692133627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7874,"Gelatinas e seus derivados; ictiocola e outras colas de origem animal, exceto cola de caseína Gelatinas e seus derivados; ictiocola e outras colas de origem animal, exceto cola de caseína Outras obras de couro natural ou reconstituido Gelatinas e seus derivados; ictiocola e outras colas de origem animal, exceto cola de caseína Gelatinas e seus derivados; ictiocola e outras colas de origem animal, exceto cola de caseína Gelatinas e seus derivados; ictiocola e outras colas de origem animal, exceto cola de caseína Gelatinas e seus derivados; ictiocola e outras colas de origem animal, exceto cola de caseína Gelatinas e seus derivados; ictiocola e outras colas de origem animal, exceto cola de caseína Gelatinas e seus derivados; ictiocola e outras colas de origem animal, exceto cola de caseína Gelatinas e seus derivados; ictiocola e outras colas de origem animal, exceto cola de caseína Gelatinas e seus derivados; ictiocola e outras colas de origem animal, exceto cola de caseína Gelatinas e seus derivados; ictiocola e outras colas de origem animal, exceto cola de caseína Gelatinas e seus derivados; ictiocola e outras colas de origem animal, exceto cola de caseína Gelatinas e seus derivados; ictiocola e outras colas de origem animal, exceto cola de caseína Gelatinas e seus derivados; ictiocola e outras colas de origem animal, exceto cola de caseína Gelatinas e seus derivados; ictiocola e outras colas de origem animal, exceto cola de caseína Gelatinas e seus derivados; ictiocola e outras colas de origem animal, exceto cola de caseína Gelatinas e seus derivados; ictiocola e outras colas de origem animal, exceto cola de caseína Gelatinas e seus derivados; ictiocola e outras colas de origem animal, exceto cola de caseína","Países Baixos (Holanda) Alemanha Estados Unidos Reino Unido Dinamarca Nova Zelândia Espanha Argentina Arábia Saudita Síria Malta Estados Unidos Austrália Turquia Egito Sri Lanka Portugal Emirados Árabes Unidos Tailândia",12828025,0,1072.79,2670.11,536,718.63,717.96,1094.64,1211.94,NA
"Castelândia","2010",49648000,"13.646,99",45623000,17394000,0.381255068715341,2588000,0.0567257742805164,16020000,0.351138680051728,9621000,0.210880476952414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3638,NA,NA,NA,981.97,0,0,0,1030.5,1918.25,862.31,623.82,NA
"Nerópolis","2010",391464000,"16.183,55",340549000,10218000,0.0300044927455374,126664000,0.371940601792987,141645000,0.415931334404153,62022000,0.182123571057322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24210,"Legumes de vagem, secos, em grão, mesmo pelados ou partidos","Argentina",22660,0,1022.13,5073.84,681.4,791.04,848.7,1486.77,713.06,NA
"Niquelândia","2010",770876000,"18.189,63",716363000,73035000,0.101952501734456,309681000,0.432296196202205,216324000,0.301975395155808,117323000,0.163775906907532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42361,"Minérios de cobre e seus concentrados","Alemanha",2334397,2549.13,2132.82,4028.84,1036.65,756.2,1045.33,1393.68,1147.65,NA
"Carmo do Rio Verde","2010",175795000,"19.666,12",153101000,20011000,0.13070456757304,77536000,0.50643692725717,32874000,0.214721001169163,22680000,0.148137504000627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8928,NA,NA,NA,908.39,1082,0,0,709.6,1171.22,1041.26,667.13,NA
"Nova América","2010",20316000,"9.013,11",19103000,4712000,0.24666282782809,1121000,0.058681882426844,5210000,0.27273203161807,8060000,0.421923258126996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2259,NA,NA,NA,0,513.65,0,1735.46,540.18,1275.5,794.59,575.02,NA
"Campos Verdes","2010",33465000,"6.663,61",31833000,6269000,0.196933999308893,1814000,0.056984889894135,10106000,0.317469292872177,13643000,0.428580403983288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5020,NA,NA,NA,1054.11,641.33,0,0,632.35,1828.87,900.3,821.21,NA
"Nova Aurora","2010",21485000,"10.384,45",20298000,6327000,0.311705586757316,1085000,0.0534535422209085,6290000,0.309882747068677,6596000,0.324958123953099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2062,NA,NA,NA,0,556.33,0,0,768.82,1855.26,977.29,805.27,NA
"Campos Belos","2010",147134000,"7.998,59",135251000,8454000,0.0625060073492987,10517000,0.0777591293225189,72527000,0.536240027800164,43753000,0.323494835528018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18410,NA,NA,NA,517.01,601.21,3220.82,1060,655.96,1057.16,1139.48,804.05,NA
"Nova Crixás","2010",192814000,"16.187,93",183778000,99213000,0.539852430650023,7197000,0.0391613794904722,45877000,0.249632709029372,31492000,0.171358922177845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11927,NA,NA,NA,735,806.16,2961.03,0,682.84,1278.95,1144.05,1060.76,NA
"Campo Limpo de Goiás","2010",51933000,"8.282,70",48958000,7602000,0.155275950814984,13314000,0.271947383471547,12057000,0.246272315045549,15985000,0.326504350667919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6241,NA,NA,NA,845.84,722.38,0,1289.81,597.29,4578.26,1044.91,788.74,NA
"Varjão","2010",33175000,"9.061,63",31168000,11218000,0.359920431211499,1629000,0.0522651437371663,8468000,0.271688911704312,9853000,0.316125513347023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3659,NA,NA,NA,0,621.71,0,0,666.37,848.67,913.83,772.58,NA
"Nova Glória","2010",59204000,"6.953,75",55309000,11454000,0.207091070169412,3550000,0.0641848523748395,21962000,0.397078233198937,18343000,0.331645844256812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8508,NA,NA,NA,709.84,751.36,0,0,747.1,1001.3,761.69,874.21,NA
"Campo Alegre de Goiás","2010",198585000,"32.786,06",190913000,118687000,0.621681079863603,13463000,0.0705190322293401,40775000,0.213578960049866,17987000,0.0942156898692074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6060,NA,NA,NA,0,811.83,0,765,888.03,1133.79,1103.19,1047.46,NA
"Nova Iguaçu de Goiás","2010",22848000,"8.084,85",21964000,7643000,0.347978510289565,1104000,0.0502640684756875,4665000,0.212393006738299,8552000,0.389364414496449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2826,NA,NA,NA,1600.34,656.67,0,0,661.48,1138.05,829.93,762.87,NA
"Campinorte","2010",114493000,"10.300,78",102922000,19127000,0.185839762149978,10562000,0.102621402615573,49532000,0.481257651425351,23701000,0.230281183809098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11111,NA,NA,NA,0,863.26,6168.67,1473.31,738.01,1021.9,850.02,829.94,NA
"Nova Roma","2010",26558000,"7.658,08",25665000,10360000,0.403662575491915,773000,0.0301188388856419,4536000,0.176738749269433,9996000,0.38947983635301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3471,NA,NA,NA,1391.78,0,0,0,645.99,1156.8,806.54,751.34,NA
"Três Ranchos","2010",27970000,"9.929,07",26578000,4113000,0.154752050568139,2138000,0.0804424712167958,10305000,0.387726691248401,10021000,0.377041161863195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2819,NA,NA,NA,0,616.28,0,534.48,715.01,907.74,1049.54,759.1,NA
